OrderID,Date,CustomerID,ProductID,StoreID,Qty,Discount%,Tax%,Total,Profit
O00413,2022-02-23,C0071,P004,S02,2,20,15,588.8,301.6
O00414,2024-06-15,C0010,P004,S03,4,20,15,1177.6,603.2
O00415,2024-05-19,C0249,P003,S05,3,15,15,733.12,386.25
O00416,2021-07-07,C0093,P001,S03,2,0,15,299,140
O00417,2025-01-08,C0144,P001,S04,3,20,15,358.8,186.6
O00418,2021-04-21,C0082,P001,S02,2,10,15,269.1,132.2
O00419,2022-12-28,C0029,P002,S05,4,10,15,828,416
O00420,2025-03-30,C0089,P002,S02,3,10,15,621,312
O00421,2025-02-14,C0015,P006,S03,2,20,15,478.4,248.8
O00422,2025-04-26,C0097,P004,S05,3,5,15,1048.8,495.6
O00423,2022-10-01,C0020,P001,S01,2,20,15,239.2,124.4
O00424,2021-03-24,C0011,P005,S04,1,10,15,113.85,56.7
O00425,2025-02-22,C0104,P002,S03,2,10,15,414,208
O00426,2020-05-01,C0012,P002,S05,2,0,15,460,220
O00427,2024-09-29,C0270,P003,S01,3,15,15,733.12,386.25
O00428,2023-04-15,C0052,P003,S03,3,5,15,819.38,408.75
O00429,2025-06-21,C0081,P006,S04,4,10,15,1076.4,528.8
O00430,2020-12-22,C0288,P006,S05,3,5,15,852.15,408.3
O00431,2023-09-25,C0090,P004,S03,3,5,15,1048.8,495.6
O00432,2020-12-29,C0001,P006,S05,4,20,15,956.8,497.6
O00433,2020-03-07,C0094,P005,S03,2,20,15,202.4,106.8
O00434,2020-08-01,C0255,P002,S03,1,5,15,218.5,107
O00435,2021-12-11,C0164,P002,S01,3,15,15,586.5,303
O00436,2020-01-24,C0136,P002,S02,1,10,15,207,104
O00437,2021-06-09,C0056,P006,S01,1,15,15,254.15,128.3
O00438,2022-06-16,C0215,P002,S04,4,15,15,782,404
O00439,2021-12-20,C0280,P004,S01,4,20,15,1177.6,603.2
O00440,2023-08-26,C0116,P002,S04,1,0,15,230,110
O00441,2021-08-26,C0011,P003,S03,1,0,15,287.5,140
O00442,2021-12-01,C0088,P004,S02,1,20,15,294.4,150.8
O00443,2025-04-12,C0048,P003,S05,4,0,15,1150,560
O00444,2022-06-02,C0085,P005,S04,2,0,15,253,120
O00445,2020-07-26,C0170,P002,S02,4,20,15,736,392
O00446,2024-01-18,C0277,P003,S03,3,5,15,819.38,408.75
O00447,2020-07-15,C0026,P004,S05,4,5,15,1398.4,660.8
O00448,2020-04-21,C0185,P001,S04,1,10,15,134.55,66.1
O00449,2024-08-14,C0246,P002,S01,1,5,15,218.5,107
O00450,2020-12-15,C0150,P001,S04,1,10,15,134.55,66.1
O00451,2024-05-26,C0204,P004,S04,3,0,15,1104,510
O00452,2023-08-07,C0279,P004,S02,3,15,15,938.4,466.8
O00453,2022-01-26,C0096,P004,S01,3,15,15,938.4,466.8
O00454,2022-08-10,C0135,P002,S03,1,5,15,218.5,107
O00455,2024-03-20,C0050,P001,S03,4,20,15,478.4,248.8
O00456,2021-04-10,C0284,P001,S04,4,20,15,478.4,248.8
O00457,2023-11-08,C0244,P005,S02,4,10,15,455.4,226.8
O00458,2020-06-10,C0203,P006,S01,2,0,15,598,280
O00459,2025-04-28,C0230,P002,S02,2,5,15,437,214
O00460,2020-09-15,C0022,P004,S01,4,5,15,1398.4,660.8
O00461,2024-08-11,C0076,P005,S03,3,0,15,379.5,180
O00462,2020-06-27,C0199,P005,S04,3,10,15,341.55,170.1
O00463,2022-11-30,C0235,P001,S05,4,0,15,598,280
O00464,2022-04-28,C0077,P002,S05,1,0,15,230,110
O00465,2023-02-26,C0052,P003,S05,3,15,15,733.12,386.25
O00466,2021-06-24,C0197,P006,S04,4,0,15,1196,560
O00467,2020-12-18,C0142,P004,S02,4,0,15,1472,680
O00468,2022-03-21,C0170,P006,S02,1,15,15,254.15,128.3
O00469,2025-02-28,C0138,P003,S01,3,10,15,776.25,397.5
O00470,2021-09-28,C0144,P004,S01,2,5,15,699.2,330.4
O00471,2021-09-07,C0227,P003,S03,4,20,15,920,500
O00472,2023-08-15,C0046,P002,S04,2,15,15,391,202
O00473,2024-02-26,C0249,P005,S03,1,20,15,101.2,53.4
O00474,2024-06-08,C0082,P001,S03,4,5,15,568.1,272.2
O00475,2024-05-17,C0269,P005,S01,2,5,15,240.35,116.7
O00476,2024-11-27,C0103,P001,S02,1,15,15,127.08,64.15
O00477,2020-04-13,C0185,P006,S02,3,10,15,807.3,396.6
O00478,2024-08-13,C0238,P005,S04,1,0,15,126.5,60
O00479,2021-05-10,C0191,P004,S05,4,5,15,1398.4,660.8
O00480,2025-05-21,C0243,P005,S05,3,10,15,341.55,170.1
O00481,2020-11-30,C0133,P006,S01,3,0,15,897,420
O00482,2022-03-02,C0026,P002,S05,2,5,15,437,214
O00483,2023-08-18,C0116,P006,S02,3,15,15,762.45,384.9
O00484,2022-11-17,C0011,P006,S01,4,5,15,1136.2,544.4
O00485,2023-08-18,C0089,P005,S01,2,10,15,227.7,113.4
O00486,2023-05-30,C0157,P006,S03,4,15,15,1016.6,513.2
O00487,2024-10-10,C0179,P004,S03,2,15,15,625.6,311.2
O00488,2021-09-10,C0267,P005,S04,1,0,15,126.5,60
O00489,2022-11-13,C0192,P005,S05,3,10,15,341.55,170.1
O00490,2023-11-02,C0056,P004,S01,3,10,15,993.6,481.2
O00491,2023-08-04,C0167,P003,S03,3,5,15,819.38,408.75
O00492,2020-11-03,C0265,P002,S01,4,10,15,828,416
O00493,2023-10-26,C0072,P006,S01,4,10,15,1076.4,528.8
O00494,2021-06-15,C0215,P004,S04,1,20,15,294.4,150.8
O00495,2023-12-21,C0293,P002,S03,2,20,15,368,196
O00496,2023-07-31,C0244,P006,S03,3,5,15,852.15,408.3
O00497,2024-09-17,C0286,P002,S03,1,15,15,195.5,101
O00498,2020-09-19,C0133,P006,S05,2,10,15,538.2,264.4
O00499,2023-09-02,C0046,P002,S03,2,10,15,414,208
O00500,2022-05-11,C0170,P003,S03,3,15,15,733.12,386.25
O00501,2024-10-09,C0061,P004,S01,1,15,15,312.8,155.6
O00502,2024-12-26,C0100,P005,S01,4,20,15,404.8,213.6
O00503,2021-09-03,C0212,P001,S02,2,5,15,284.05,136.1
O00504,2021-12-02,C0210,P005,S04,2,10,15,227.7,113.4
O00505,2024-11-01,C0093,P001,S04,3,5,15,426.07,204.15
O00506,2021-10-03,C0030,P001,S04,3,5,15,426.07,204.15
O00507,2024-04-07,C0087,P005,S02,4,0,15,506,240
O00508,2020-09-22,C0223,P006,S04,4,15,15,1016.6,513.2
O00509,2025-05-30,C0245,P004,S01,1,20,15,294.4,150.8
O00510,2021-02-12,C0192,P001,S03,2,0,15,299,140
O00511,2023-10-17,C0003,P006,S02,2,10,15,538.2,264.4
O00512,2021-10-01,C0067,P001,S04,3,5,15,426.07,204.15
O00513,2020-05-13,C0024,P003,S03,4,20,15,920,500
O00514,2023-05-06,C0269,P003,S04,2,10,15,517.5,265
O00515,2025-01-20,C0251,P003,S02,2,15,15,488.75,257.5
O00516,2020-02-09,C0117,P002,S02,2,0,15,460,220
O00517,2023-04-22,C0259,P002,S01,3,0,15,690,330
O00518,2022-02-07,C0131,P005,S05,1,20,15,101.2,53.4
O00519,2020-04-08,C0056,P006,S01,1,0,15,299,140
O00520,2022-05-03,C0228,P004,S01,3,15,15,938.4,466.8
O00521,2023-12-08,C0079,P002,S01,3,15,15,586.5,303
O00522,2023-09-17,C0052,P006,S05,3,20,15,717.6,373.2
O00523,2023-05-25,C0071,P004,S01,1,10,15,331.2,160.4
O00524,2020-08-21,C0055,P004,S02,2,10,15,662.4,320.8
O00525,2024-08-29,C0268,P002,S03,4,10,15,828,416
O00526,2020-11-24,C0021,P005,S04,2,15,15,215.05,110.1
O00527,2021-11-08,C0121,P001,S01,1,0,15,149.5,70
O00528,2024-09-06,C0294,P006,S04,2,0,15,598,280
O00529,2024-05-15,C0262,P001,S01,3,5,15,426.07,204.15
O00530,2022-07-24,C0152,P003,S04,1,0,15,287.5,140
O00531,2024-07-23,C0090,P001,S03,3,10,15,403.65,198.3
O00532,2022-05-22,C0060,P001,S01,1,5,15,142.03,68.05
O00533,2023-09-20,C0088,P003,S03,4,20,15,920,500
O00534,2021-07-03,C0048,P003,S03,2,0,15,575,280
O00535,2022-03-31,C0205,P004,S03,4,15,15,1251.2,622.4
O00536,2024-06-26,C0216,P006,S02,1,5,15,284.05,136.1
O00537,2023-11-26,C0031,P002,S01,4,20,15,736,392
O00538,2022-09-15,C0292,P006,S04,2,20,15,478.4,248.8
O00539,2022-02-16,C0184,P005,S01,2,15,15,215.05,110.1
O00540,2025-02-27,C0250,P001,S04,4,0,15,598,280
O00541,2020-05-09,C0134,P006,S03,1,20,15,239.2,124.4
O00542,2024-04-20,C0296,P006,S05,2,10,15,538.2,264.4
O00543,2022-11-29,C0268,P006,S05,1,15,15,254.15,128.3
O00544,2023-09-17,C0128,P004,S03,4,5,15,1398.4,660.8
O00545,2024-09-14,C0286,P005,S01,1,5,15,120.17,58.35
O00546,2022-11-01,C0241,P004,S02,1,15,15,312.8,155.6
O00547,2021-10-18,C0124,P003,S03,1,20,15,230,125
O00548,2021-04-01,C0282,P006,S04,4,5,15,1136.2,544.4
O00549,2020-06-10,C0236,P004,S05,4,0,15,1472,680
O00550,2024-10-20,C0256,P004,S03,1,15,15,312.8,155.6
O00551,2024-03-06,C0010,P001,S04,4,0,15,598,280
O00552,2023-02-15,C0282,P001,S01,3,20,15,358.8,186.6
O00553,2023-02-25,C0106,P006,S04,3,10,15,807.3,396.6
O00554,2024-08-17,C0028,P002,S04,3,20,15,552,294
O00555,2024-04-20,C0243,P006,S03,4,0,15,1196,560
O00556,2020-07-18,C0114,P001,S03,3,10,15,403.65,198.3
O00557,2023-01-26,C0268,P003,S01,1,5,15,273.12,136.25
O00558,2022-10-05,C0072,P006,S04,1,10,15,269.1,132.2
O00559,2023-06-05,C0101,P002,S01,4,5,15,874,428
O00560,2022-07-25,C0098,P006,S03,1,15,15,254.15,128.3
O00561,2020-04-05,C0064,P004,S04,2,15,15,625.6,311.2
O00562,2020-01-09,C0272,P006,S01,4,20,15,956.8,497.6
O00563,2022-09-16,C0261,P002,S05,2,5,15,437,214
O00564,2020-07-31,C0199,P006,S05,3,20,15,717.6,373.2
O00565,2024-12-10,C0197,P004,S05,2,10,15,662.4,320.8
O00566,2022-03-25,C0176,P003,S04,2,5,15,546.25,272.5
O00567,2022-04-25,C0263,P003,S05,3,20,15,690,375
O00568,2023-07-19,C0112,P002,S02,3,10,15,621,312
O00569,2025-03-01,C0068,P006,S02,3,0,15,897,420
O00570,2024-04-07,C0181,P005,S04,4,20,15,404.8,213.6
O00571,2021-08-08,C0217,P001,S05,1,0,15,149.5,70
O00572,2022-02-19,C0075,P001,S01,2,10,15,269.1,132.2
O00573,2024-03-16,C0083,P003,S03,2,0,15,575,280
O00574,2023-11-15,C0152,P002,S05,1,10,15,207,104
O00575,2024-07-25,C0232,P001,S05,2,20,15,239.2,124.4
O00576,2022-03-07,C0122,P005,S03,1,15,15,107.53,55.05
O00577,2022-03-04,C0214,P006,S03,1,0,15,299,140
O00578,2024-03-03,C0129,P002,S05,4,5,15,874,428
O00579,2025-02-09,C0189,P005,S05,2,5,15,240.35,116.7
O00580,2021-08-25,C0230,P002,S01,2,5,15,437,214
O00581,2024-02-14,C0264,P001,S04,1,15,15,127.08,64.15
O00582,2021-07-25,C0285,P003,S02,2,20,15,460,250
O00583,2024-09-28,C0131,P001,S03,4,5,15,568.1,272.2
O00584,2020-03-22,C0079,P003,S05,1,20,15,230,125
O00585,2024-09-22,C0155,P004,S05,3,0,15,1104,510
O00586,2024-05-24,C0163,P005,S02,2,20,15,202.4,106.8
O00587,2020-05-19,C0259,P002,S04,4,0,15,920,440
O00588,2021-12-16,C0114,P002,S03,3,10,15,621,312
O00589,2021-08-24,C0112,P005,S05,4,20,15,404.8,213.6
O00590,2024-08-13,C0005,P001,S03,4,5,15,568.1,272.2
O00591,2025-01-26,C0125,P001,S03,4,0,15,598,280
O00592,2022-03-01,C0132,P005,S03,1,20,15,101.2,53.4
O00593,2024-08-10,C0192,P005,S05,4,15,15,430.1,220.2
O00594,2020-03-30,C0152,P006,S02,3,20,15,717.6,373.2
O00595,2020-06-17,C0050,P002,S05,1,0,15,230,110
O00596,2021-03-07,C0110,P006,S04,1,5,15,284.05,136.1
O00597,2023-01-06,C0223,P006,S01,2,0,15,598,280
O00598,2022-07-29,C0170,P001,S01,1,0,15,149.5,70
O00599,2020-12-30,C0129,P005,S01,2,10,15,227.7,113.4
O00600,2022-04-14,C0199,P004,S04,4,10,15,1324.8,641.6
O00601,2020-02-04,C0200,P006,S01,1,20,15,239.2,124.4
O00602,2020-05-09,C0300,P001,S01,3,20,15,358.8,186.6
O00603,2020-08-05,C0149,P006,S03,1,10,15,269.1,132.2
O00604,2024-04-16,C0225,P004,S04,1,15,15,312.8,155.6
O00605,2020-11-16,C0274,P002,S02,4,20,15,736,392
O00606,2021-08-27,C0074,P003,S03,1,20,15,230,125
O00607,2024-11-26,C0285,P002,S01,1,0,15,230,110
O00608,2023-03-18,C0202,P005,S05,1,10,15,113.85,56.7
O00609,2021-03-06,C0177,P002,S04,2,5,15,437,214
O00610,2021-01-11,C0114,P005,S03,2,0,15,253,120
O00611,2021-01-06,C0291,P001,S05,4,20,15,478.4,248.8
O00612,2020-05-29,C0149,P006,S01,3,0,15,897,420
O00613,2021-02-08,C0298,P004,S03,3,5,15,1048.8,495.6
O00614,2023-10-06,C0121,P001,S03,1,5,15,142.03,68.05
O00615,2021-10-12,C0249,P004,S03,3,20,15,883.2,452.4
O00616,2020-11-08,C0290,P005,S03,3,15,15,322.57,165.15
O00617,2020-12-11,C0003,P003,S02,2,15,15,488.75,257.5
O00618,2021-07-20,C0185,P002,S03,4,15,15,782,404
O00619,2022-07-01,C0184,P003,S04,1,5,15,273.12,136.25
O00620,2023-08-15,C0042,P003,S02,2,10,15,517.5,265
O00621,2024-02-11,C0040,P006,S01,1,20,15,239.2,124.4
O00622,2023-07-17,C0016,P005,S05,4,20,15,404.8,213.6
O00623,2021-03-11,C0019,P005,S03,4,5,15,480.7,233.4
O00624,2022-01-19,C0201,P002,S05,3,5,15,655.5,321
O00625,2022-08-09,C0257,P005,S01,4,10,15,455.4,226.8
O00626,2022-10-25,C0006,P006,S02,2,20,15,478.4,248.8
O00627,2020-10-14,C0229,P002,S02,2,15,15,391,202
O00628,2025-04-07,C0184,P001,S02,4,5,15,568.1,272.2
O00629,2020-05-08,C0136,P003,S02,1,5,15,273.12,136.25
O00630,2022-11-26,C0185,P004,S04,4,0,15,1472,680
O00631,2020-03-22,C0166,P001,S05,3,10,15,403.65,198.3
O00632,2023-03-31,C0279,P005,S02,4,15,15,430.1,220.2
O00633,2022-01-18,C0040,P005,S03,4,5,15,480.7,233.4
O00634,2022-11-23,C0208,P003,S03,4,15,15,977.5,515
O00635,2024-12-21,C0004,P005,S02,4,5,15,480.7,233.4
O00636,2021-04-16,C0040,P005,S03,2,5,15,240.35,116.7
O00637,2021-01-17,C0081,P003,S05,1,5,15,273.12,136.25
O00638,2022-04-29,C0170,P006,S01,4,15,15,1016.6,513.2
O00639,2022-09-08,C0108,P005,S02,4,0,15,506,240
O00640,2021-05-14,C0023,P002,S05,2,5,15,437,214
O00641,2023-07-13,C0263,P001,S05,2,0,15,299,140
O00642,2020-12-06,C0133,P002,S05,4,20,15,736,392
O00643,2025-06-08,C0289,P006,S01,3,0,15,897,420
O00644,2021-03-19,C0230,P005,S04,4,5,15,480.7,233.4
O00645,2021-03-25,C0211,P005,S02,2,20,15,202.4,106.8
O00646,2023-09-12,C0262,P003,S02,3,15,15,733.12,386.25
O00647,2023-05-06,C0036,P002,S04,4,5,15,874,428
O00648,2020-08-10,C0009,P002,S05,4,5,15,874,428
O00649,2023-05-25,C0050,P002,S04,1,20,15,184,98
O00650,2022-10-27,C0061,P001,S04,2,20,15,239.2,124.4
O00651,2023-01-09,C0001,P006,S04,4,10,15,1076.4,528.8
O00652,2024-11-26,C0023,P006,S05,4,5,15,1136.2,544.4
O00653,2025-04-05,C0247,P004,S03,1,15,15,312.8,155.6
O00654,2020-10-01,C0131,P004,S02,1,10,15,331.2,160.4
O00655,2023-05-10,C0279,P004,S03,2,0,15,736,340
O00656,2023-12-23,C0004,P005,S05,1,20,15,101.2,53.4
O00657,2020-01-15,C0193,P006,S02,3,15,15,762.45,384.9
O00658,2022-01-11,C0055,P002,S04,3,10,15,621,312
O00659,2024-10-16,C0275,P004,S05,3,20,15,883.2,452.4
O00660,2021-07-18,C0204,P002,S04,4,5,15,874,428
O00661,2022-01-28,C0287,P005,S04,3,10,15,341.55,170.1
O00662,2023-03-29,C0177,P006,S04,2,0,15,598,280
O00663,2024-03-11,C0118,P004,S02,1,5,15,349.6,165.2
O00664,2022-11-07,C0206,P003,S05,1,5,15,273.12,136.25
O00665,2022-03-07,C0003,P001,S02,4,20,15,478.4,248.8
O00666,2022-06-10,C0046,P001,S03,2,10,15,269.1,132.2
O00667,2020-06-12,C0020,P006,S04,4,20,15,956.8,497.6
O00668,2023-09-05,C0267,P003,S05,1,5,15,273.12,136.25
O00669,2023-08-04,C0254,P004,S01,2,20,15,588.8,301.6
O00670,2021-08-08,C0100,P001,S05,2,20,15,239.2,124.4
O00671,2020-12-13,C0019,P003,S02,1,5,15,273.12,136.25
O00672,2020-06-26,C0142,P004,S03,4,15,15,1251.2,622.4
O00673,2023-04-15,C0103,P005,S01,1,0,15,126.5,60
O00674,2023-01-30,C0146,P006,S05,3,10,15,807.3,396.6
O00675,2025-05-26,C0142,P002,S05,2,15,15,391,202
O00676,2025-03-19,C0207,P005,S01,3,5,15,360.52,175.05
O00677,2022-04-13,C0260,P001,S05,1,20,15,119.6,62.2
O00678,2021-08-25,C0175,P001,S05,3,20,15,358.8,186.6
O00679,2024-07-23,C0295,P003,S04,4,20,15,920,500
O00680,2022-09-17,C0125,P003,S04,4,20,15,920,500
O00681,2024-10-31,C0015,P004,S01,3,0,15,1104,510
O00682,2022-02-22,C0113,P006,S02,3,15,15,762.45,384.9
O00683,2025-05-10,C0181,P005,S05,1,10,15,113.85,56.7
O00684,2021-05-23,C0148,P001,S04,3,0,15,448.5,210
O00685,2023-02-09,C0092,P004,S03,3,5,15,1048.8,495.6
O00686,2025-01-05,C0294,P003,S02,2,15,15,488.75,257.5
O00687,2024-02-18,C0103,P002,S02,3,5,15,655.5,321
O00688,2021-04-14,C0104,P002,S05,3,5,15,655.5,321
O00689,2024-05-14,C0055,P001,S01,4,20,15,478.4,248.8
O00690,2020-01-14,C0278,P001,S04,3,20,15,358.8,186.6
O00691,2021-10-07,C0253,P005,S03,4,5,15,480.7,233.4
O00692,2024-04-14,C0262,P003,S04,2,20,15,460,250
O00693,2020-09-19,C0028,P005,S04,4,20,15,404.8,213.6
O00694,2020-03-07,C0258,P003,S04,2,15,15,488.75,257.5
O00695,2025-06-22,C0062,P006,S05,4,10,15,1076.4,528.8
O00696,2023-11-12,C0005,P001,S02,4,20,15,478.4,248.8
O00697,2020-07-25,C0167,P003,S05,3,5,15,819.38,408.75
O00698,2023-01-28,C0135,P002,S03,4,20,15,736,392
O00699,2021-12-03,C0188,P002,S04,4,5,15,874,428
O00700,2022-05-08,C0191,P003,S04,3,15,15,733.12,386.25
O00701,2021-01-03,C0293,P002,S05,2,0,15,460,220
O00702,2024-01-16,C0139,P002,S05,4,15,15,782,404
O00703,2021-02-05,C0075,P006,S02,4,0,15,1196,560
O00704,2020-12-27,C0216,P004,S02,3,15,15,938.4,466.8
O00705,2021-09-06,C0129,P005,S05,1,15,15,107.53,55.05
O00706,2020-07-21,C0084,P001,S02,3,15,15,381.23,192.45
O00707,2024-09-14,C0050,P004,S03,3,10,15,993.6,481.2
O00708,2022-01-07,C0287,P005,S03,3,0,15,379.5,180
O00709,2022-04-23,C0063,P003,S05,2,20,15,460,250
O00710,2023-03-25,C0276,P002,S03,3,10,15,621,312
O00711,2023-10-10,C0262,P004,S04,1,15,15,312.8,155.6
O00712,2023-06-10,C0147,P004,S02,2,10,15,662.4,320.8
O00713,2022-05-13,C0293,P004,S01,1,5,15,349.6,165.2
O00714,2021-12-04,C0117,P003,S03,3,10,15,776.25,397.5
O00715,2023-05-24,C0203,P003,S04,3,20,15,690,375
O00716,2022-12-02,C0231,P004,S02,2,0,15,736,340
O00717,2020-09-13,C0121,P006,S03,1,5,15,284.05,136.1
O00718,2020-12-07,C0204,P001,S01,1,15,15,127.08,64.15
O00719,2023-01-28,C0028,P001,S04,1,0,15,149.5,70
O00720,2021-06-21,C0080,P001,S04,3,5,15,426.07,204.15
O00721,2021-05-21,C0146,P004,S02,2,20,15,588.8,301.6
O00722,2024-09-13,C0088,P001,S01,3,10,15,403.65,198.3
O00723,2024-11-04,C0244,P004,S05,3,20,15,883.2,452.4
O00724,2022-06-30,C0070,P006,S05,2,20,15,478.4,248.8
O00725,2023-05-08,C0234,P006,S05,4,20,15,956.8,497.6
O00726,2023-08-03,C0274,P003,S03,4,20,15,920,500
O00727,2021-04-10,C0046,P004,S03,3,15,15,938.4,466.8
O00728,2021-06-16,C0080,P003,S01,1,20,15,230,125
O00729,2024-07-27,C0070,P003,S03,4,20,15,920,500
O00730,2020-01-18,C0252,P004,S03,1,15,15,312.8,155.6
O00731,2024-06-22,C0150,P005,S02,1,20,15,101.2,53.4
O00732,2022-02-04,C0097,P004,S05,4,15,15,1251.2,622.4
O00733,2021-05-26,C0084,P006,S04,4,5,15,1136.2,544.4
O00734,2021-06-22,C0041,P004,S02,3,10,15,993.6,481.2
O00735,2023-08-21,C0273,P003,S04,2,0,15,575,280
O00736,2021-01-08,C0070,P003,S01,4,20,15,920,500
O00737,2022-07-16,C0140,P006,S05,4,5,15,1136.2,544.4
O00738,2021-10-18,C0010,P002,S01,1,5,15,218.5,107
O00739,2025-06-14,C0053,P003,S03,2,15,15,488.75,257.5
O00740,2024-01-29,C0005,P002,S01,2,0,15,460,220
O00741,2022-10-07,C0112,P003,S04,3,15,15,733.12,386.25
O00742,2022-01-30,C0238,P006,S01,3,0,15,897,420
O00743,2024-09-23,C0075,P001,S03,4,0,15,598,280
O00744,2023-01-17,C0241,P002,S02,3,15,15,586.5,303
O00745,2024-08-23,C0007,P001,S02,4,15,15,508.3,256.6
O00746,2021-05-21,C0018,P002,S04,1,20,15,184,98
O00747,2023-09-25,C0107,P004,S04,3,10,15,993.6,481.2
O00748,2020-11-20,C0022,P006,S05,1,10,15,269.1,132.2
O00749,2022-09-12,C0153,P002,S03,1,5,15,218.5,107
O00750,2025-06-16,C0058,P002,S04,3,0,15,690,330
O00751,2020-12-08,C0142,P005,S01,4,5,15,480.7,233.4
O00752,2020-01-19,C0022,P005,S04,2,10,15,227.7,113.4
O00753,2024-04-27,C0046,P002,S02,4,0,15,920,440
O00754,2023-11-05,C0174,P006,S01,1,10,15,269.1,132.2
O00755,2023-08-13,C0079,P006,S05,1,5,15,284.05,136.1
O00756,2022-09-26,C0120,P003,S05,3,15,15,733.12,386.25
O00757,2024-02-10,C0099,P001,S04,3,5,15,426.07,204.15
O00758,2021-05-28,C0021,P004,S04,3,20,15,883.2,452.4
O00759,2023-11-28,C0251,P002,S05,2,20,15,368,196
O00760,2021-12-13,C0166,P006,S04,3,20,15,717.6,373.2
O00761,2025-02-15,C0284,P002,S01,2,15,15,391,202
O00762,2021-08-28,C0135,P005,S03,4,0,15,506,240
O00763,2024-05-08,C0260,P004,S02,1,20,15,294.4,150.8
O00764,2024-10-20,C0187,P005,S02,3,0,15,379.5,180
O00765,2023-09-10,C0276,P004,S02,4,20,15,1177.6,603.2
O00766,2020-11-11,C0145,P003,S04,3,0,15,862.5,420
O00767,2020-07-16,C0268,P006,S01,1,5,15,284.05,136.1
O00768,2020-12-31,C0017,P002,S01,4,5,15,874,428
O00769,2020-07-21,C0017,P005,S04,4,20,15,404.8,213.6
O00770,2023-07-01,C0132,P001,S03,2,20,15,239.2,124.4
O00771,2024-01-10,C0037,P001,S02,4,0,15,598,280
O00772,2022-08-16,C0032,P003,S05,4,10,15,1035,530
O00773,2024-06-14,C0030,P005,S03,1,0,15,126.5,60
O00774,2024-09-04,C0156,P001,S02,1,0,15,149.5,70
O00775,2024-01-25,C0119,P005,S04,2,5,15,240.35,116.7
O00776,2022-12-13,C0128,P005,S02,4,0,15,506,240
O00777,2024-04-18,C0296,P003,S04,4,0,15,1150,560
O00778,2020-12-07,C0093,P005,S04,3,5,15,360.52,175.05
O00779,2022-12-29,C0227,P003,S03,3,10,15,776.25,397.5
O00780,2022-04-24,C0221,P006,S03,2,20,15,478.4,248.8
O00781,2023-01-22,C0110,P004,S05,3,10,15,993.6,481.2
O00782,2025-05-23,C0232,P004,S04,1,0,15,368,170
O00783,2021-08-05,C0009,P005,S02,3,0,15,379.5,180
O00784,2021-09-07,C0114,P002,S03,1,10,15,207,104
O00785,2025-02-25,C0284,P005,S05,2,0,15,253,120
O00786,2020-03-18,C0236,P003,S02,2,10,15,517.5,265
O00787,2022-01-21,C0299,P002,S02,3,10,15,621,312
O00788,2020-07-07,C0293,P004,S05,2,0,15,736,340
O00789,2024-01-21,C0167,P004,S02,4,20,15,1177.6,603.2
O00790,2024-08-05,C0049,P005,S03,1,20,15,101.2,53.4
O00791,2022-02-20,C0041,P001,S03,3,15,15,381.23,192.45
O00792,2022-05-03,C0062,P002,S05,1,15,15,195.5,101
O00793,2020-04-20,C0157,P005,S01,3,20,15,303.6,160.2
O00794,2023-03-02,C0077,P003,S05,2,5,15,546.25,272.5
O00795,2020-04-13,C0202,P004,S05,1,5,15,349.6,165.2
O00796,2022-06-03,C0149,P004,S02,2,10,15,662.4,320.8
O00797,2020-06-18,C0244,P005,S01,4,10,15,455.4,226.8
O00798,2020-06-23,C0205,P005,S04,2,5,15,240.35,116.7
O00799,2022-09-11,C0287,P002,S04,4,20,15,736,392
O00800,2021-02-05,C0288,P005,S05,2,5,15,240.35,116.7
O00801,2020-05-26,C0137,P004,S03,1,0,15,368,170
O00802,2023-10-07,C0212,P004,S03,3,5,15,1048.8,495.6
O00803,2021-10-18,C0177,P005,S01,3,5,15,360.52,175.05
O00804,2021-12-17,C0227,P005,S02,4,0,15,506,240
O00805,2025-03-07,C0120,P002,S03,2,0,15,460,220
O00806,2020-08-18,C0028,P002,S05,2,10,15,414,208
O00807,2020-01-29,C0176,P006,S01,3,15,15,762.45,384.9
O00808,2022-08-22,C0012,P003,S02,2,5,15,546.25,272.5
O00809,2023-01-24,C0268,P003,S05,4,20,15,920,500
O00810,2024-02-03,C0073,P006,S01,4,20,15,956.8,497.6
O00811,2025-01-29,C0270,P001,S03,2,0,15,299,140
O00812,2021-08-04,C0103,P006,S05,3,0,15,897,420
O00813,2022-08-10,C0005,P001,S04,3,10,15,403.65,198.3
O00814,2024-11-05,C0056,P001,S03,4,5,15,568.1,272.2
O00815,2022-02-18,C0261,P006,S01,3,15,15,762.45,384.9
O00816,2024-11-10,C0273,P001,S02,2,20,15,239.2,124.4
O00817,2025-06-02,C0235,P005,S01,1,5,15,120.17,58.35
O00818,2025-03-03,C0272,P003,S03,4,15,15,977.5,515
O00819,2024-03-04,C0081,P001,S03,3,10,15,403.65,198.3
O00820,2023-07-04,C0155,P002,S05,3,0,15,690,330
O00821,2023-07-05,C0132,P004,S01,3,5,15,1048.8,495.6
O00822,2020-11-06,C0175,P004,S02,1,15,15,312.8,155.6
O00823,2022-12-02,C0117,P004,S02,2,15,15,625.6,311.2
O00824,2025-06-10,C0160,P005,S03,4,20,15,404.8,213.6
O00825,2020-09-26,C0106,P006,S02,2,5,15,568.1,272.2
O00826,2021-09-24,C0269,P002,S04,2,20,15,368,196
